M,k,d,load,sign_mode,neg_ratio,rho,abs_rho,trials,failed_n,success_n,fail_rate,failed_mean,failed_variance,variance_ratio_to_unconditional_exact,effective_df_from_moments,ks_failed_vs_chi2,ks_all_vs_chi2,ks_failed_vs_all,ks_failed_vs_success,failed_q01,chi2_q01,error_q01,failed_q50,chi2_q50,error_q50,failed_q99,chi2_q99,error_q99,rho2,mean_bias
4096,3,3318,0.81005859375,fixed:0.35,0.35,0.3001808318264014,0.3001808318264014,300000,78833,221167,0.2627766666666666,1.0007735283465045,0.0004860763650146,0.995541399983566,4120.94776510635,0.0165280102398497,0.0033458068417725,0.0155321067742358,0.0210683873827052,0.95049296,0.9493075447102594,0.0011854152897406,1.00055977,0.9998372045498432,0.0007225654501568,1.05263729,1.0521289049035325,0.0005083850964675,0.09010853179599027,0.0007735283465044596
4096,3,3318,0.81005859375,fixed:0.3,0.3,0.4002411091018686,0.4002411091018686,300000,78389,221611,0.2612966666666667,1.0019159377313145,0.0004902822636369,1.0041555736072223,4094.9290673235296,0.0361938329189862,0.0038771458945109,0.0340059783473021,0.0460346891814513,0.95136362,0.9493075447102594,0.0020560752897406,1.0016315,0.9998372045498432,0.0017942954501568,1.05451331,1.0521289049035325,0.0023844050964674,0.16019294541509388,0.0019159377313144876
4096,3,3318,0.81005859375,fixed:0.25,0.25,0.4996986136226642,0.4996986136226642,300000,78257,221743,0.2608566666666667,1.0025453922760903,0.0004848634840885,0.9930572776067714,4145.8979550226495,0.0482300354717303,0.0029774254216128,0.0470825438831882,0.0636988007060267,0.95185206,0.9493075447102594,0.0025445152897406,1.00232101,0.9998372045498432,0.0024838054501568,1.05459961,1.0521289049035325,0.0024707050964674,0.24969870445641265,0.002545392276090297
4096,3,3318,0.81005859375,fixed:0.2,0.2,0.5997588908981314,0.5997588908981314,300000,78672,221328,0.26224,1.0036825213051657,0.0004845307904998,0.9923758821204685,4158.161352488285,0.0700290774501264,0.0032626065221211,0.0672940695546064,0.0912140391924291,0.95314017,0.9493075447102594,0.0038326252897405,1.00360913,0.9998372045498432,0.0037719254501569,1.05548558,1.0521289049035325,0.0033566750964675,0.35971072721135666,0.0036825213051656647
4096,3,3318,0.81005859375,fixed:0.15,0.15,0.6998191681735986,0.6998191681735986,300000,78392,221608,0.2613066666666667,1.004938641791254,0.0004768032149325,0.976548901110074,4236.136175835266,0.0922415073836966,0.0042683186158327,0.091546425145423,0.1239302170662923,0.95499302,0.9493075447102594,0.0056854752897406,1.00465768,0.9998372045498432,0.0048204754501568,1.0561500862999993,1.0521289049035325,0.0040211813964667,0.48974686814318746,0.004938641791254028
4096,3,3318,0.81005859375,fixed:0.1,0.1,0.7998794454490658,0.7998794454490658,300000,78481,221519,0.2616033333333333,1.0065972071757496,0.0004694344779177,0.9614568635377132,4316.844991822234,0.1221320253243954,0.0029275943550088,0.1197432121999804,0.1621665123984585,0.95720952,0.9493075447102594,0.0079019752897406,1.00647204,0.9998372045498432,0.0066348354501568,1.05834849,1.0521289049035325,0.0062195850964674,0.6398071272519049,0.006597207175749631
4096,3,3318,0.81005859375,fixed:0.05,0.05,0.8999397227245328,0.8999397227245328,300000,78227,221773,0.2607566666666667,1.008209474034924,0.0004594112434358,0.9409281038474384,4425.169640741426,0.1516832457421967,0.0033171426502141,0.1509753680954146,0.204229597059265,0.95898539,0.9493075447102594,0.0096778452897406,1.00804684,0.9998372045498432,0.0082096354501568,1.059119,1.0521289049035325,0.0069900950964674,0.809891504537509,0.008209474034923891
4096,3,3318,0.81005859375,fixed:0,0.0,1.0,1.0,300000,78011,221989,0.2600366666666667,1.0102122003476433,0.0004491967417922,0.9200076065792858,4543.793820317732,0.1887157499437424,0.0039584849726876,0.1886492556177974,0.2549440588738146,0.96172813,0.9493075447102594,0.0124205852897406,1.00998529,0.9998372045498432,0.0101480854501567,1.06065532,1.0521289049035325,0.0085264150964674,1.0,0.010212200347643252
4096,3,3338,0.81494140625,fixed:0.5,0.5,0.0,0.0,300000,149834,150166,0.4994466666666666,0.9998510672480212,0.0004876891699649,0.9988428094186436,4099.751309830361,0.0050844609092411,0.0035737094198686,0.0019923152288533,0.0039802256746266,0.94896746,0.9493075447102594,-0.0003400847102593,0.99973362,0.9998372045498432,-0.0001035845498431,1.05209872,1.0521289049035325,-3.0184903532459728e-05,0.0,-0.00014893275197880307
4096,3,3338,0.81494140625,fixed:0.45,0.45,0.1000599161174355,0.1000599161174355,300000,149608,150392,0.4986933333333333,1.0001225931946156,0.0004919175047951,1.0075029193842922,4066.719283896216,0.0051522104712879,0.0029232320496381,0.002726119637096,0.0054380278946274,0.94905559,0.9493075447102594,-0.0002519547102594,1.00002162,0.9998372045498432,0.0001844154501569,1.05258658,1.0521289049035325,0.0004576750964675,0.01001198681342823,0.00012259319461560558
